epoch,loss,lr,timestamp
167,0.538549,0.27205003,1772917765.6565797
168,0.541072,0.27170230,1772917829.5433316
169,0.530919,0.27135264,1772917893.6487641
170,0.525801,0.27100107,1772917957.500841
171,0.543027,0.27064758,1772918021.4028735
172,0.532784,0.27029219,1772918085.5002468
173,0.527904,0.26993489,1772918149.5323768
174,0.517219,0.26957569,1772918213.66171
175,0.528139,0.26921461,1772918277.6089652
176,0.531449,0.26885164,1772918341.7830584
177,0.524344,0.26848679,1772918405.6735892
178,0.526050,0.26812006,1772918469.697502
179,0.524557,0.26775147,1772918533.6003287
180,0.522296,0.26738102,1772918597.5793884
181,0.524332,0.26700871,1772918661.5130093
182,0.530673,0.26663455,1772918725.5990934
183,0.522456,0.26625854,1772918789.581144
184,0.527182,0.26588070,1772918853.512178
185,0.521174,0.26550102,1772918917.7699513
186,0.518007,0.26511952,1772918981.6563363
187,0.533104,0.26473619,1772919045.608752
188,0.518006,0.26435106,1772919110.001587
189,0.509419,0.26396411,1772919173.9454546
190,0.528562,0.26357536,1772919237.766943
191,0.531564,0.26318482,1772919301.726719
192,0.525950,0.26279248,1772919365.9911954
193,0.513605,0.26239836,1772919430.0429456
194,0.521075,0.26200247,1772919494.306246
195,0.516204,0.26160480,1772919558.484195
196,0.521842,0.26120537,1772919622.487638
197,0.522243,0.26080418,1772919686.427418
198,0.509295,0.26040124,1772919750.5594769
199,0.517141,0.25999655,1772919814.5816004
200,0.517697,0.25959012,1772919878.5195255
201,0.515253,0.25918196,1772919942.4972556
202,0.510676,0.25877207,1772920006.4770393
203,0.509205,0.25836046,1772920070.5969362
204,0.517396,0.25794714,1772920134.5503042
205,0.507486,0.25753211,1772920198.5305853
206,0.515402,0.25711538,1772920262.382926
207,0.526742,0.25669696,1772920326.250762
208,0.509158,0.25627685,1772920390.3507593
209,0.518174,0.25585506,1772920454.4890494
210,0.503286,0.25543159,1772920518.8910863
211,0.505954,0.25500646,1772920583.193132
212,0.506288,0.25457967,1772920647.3688369
213,0.513478,0.25415122,1772920711.3244016
214,0.506764,0.25372113,1772920775.3221343
215,0.504212,0.25328939,1772920839.3909845
216,0.508197,0.25285603,1772920903.4423618
217,0.510756,0.25242103,1772920967.571296
218,0.508856,0.25198442,1772921031.4668455
219,0.507231,0.25154619,1772921095.402456
220,0.505643,0.25110636,1772921159.3622065
221,0.515247,0.25066493,1772921223.5119073
222,0.494484,0.25022191,1772921288.269698
223,0.511528,0.24977730,1772921352.534109
224,0.506223,0.24933111,1772921416.483812
225,0.510702,0.24888335,1772921480.4361062
226,0.501891,0.24843403,1772921544.5370166
227,0.506418,0.24798316,1772921608.4319935
228,0.499022,0.24753073,1772921672.4189782
229,0.500685,0.24707676,1772921735.9402866
230,0.499969,0.24662126,1772921800.1309333
231,0.500664,0.24616423,1772921864.2872698
232,0.502621,0.24570567,1772921928.3650572
233,0.493855,0.24524561,1772921992.380555
234,0.500459,0.24478403,1772922056.4454544
235,0.492273,0.24432096,1772922120.406898
236,0.492110,0.24385640,1772922184.6029456
237,0.499878,0.24339035,1772922248.56886
238,0.494965,0.24292283,1772922312.486335
239,0.503386,0.24245383,1772922376.4426162
240,0.496991,0.24198338,1772922440.4505255
241,0.493300,0.24151147,1772922504.372919
242,0.498265,0.24103811,1772922568.51923
243,0.495580,0.24056331,1772922632.4986784
244,0.489329,0.24008708,1772922696.854967
245,0.491941,0.23960943,1772922761.170167
246,0.487393,0.23913036,1772922824.9642286
247,0.495825,0.23864988,1772922888.8546782
248,0.492976,0.23816799,1772922952.9659894
249,0.491363,0.23768472,1772923016.883281
250,0.481706,0.23720005,1772923080.8846776
251,0.486284,0.23671401,1772923144.9180088
252,0.494607,0.23622660,1772923208.8796716
253,0.487268,0.23573782,1772923272.7940958
254,0.483857,0.23524769,1772923336.248747
255,0.487335,0.23475621,1772923400.2633698
256,0.481359,0.23426338,1772923464.4501772
257,0.488703,0.23376923,1772923528.9275706
258,0.486337,0.23327375,1772923592.8717391
259,0.478253,0.23277695,1772923656.85943
260,0.485074,0.23227885,1772923720.8176734
261,0.483630,0.23177944,1772923784.8081093
262,0.487705,0.23127874,1772923848.876271
263,0.483619,0.23077676,1772923913.0210133
264,0.483149,0.23027350,1772923977.0317965
265,0.481803,0.22976897,1772924041.4851193
266,0.486809,0.22926317,1772924105.7698593
267,0.476097,0.22875613,1772924169.7114825
268,0.477517,0.22824783,1772924233.6329002
269,0.482454,0.22773830,1772924297.4683483
270,0.476623,0.22722755,1772924361.465206
271,0.482699,0.22671557,1772924425.5860803
272,0.485543,0.22620237,1772924489.4523194
273,0.477540,0.22568797,1772924553.4174874
274,0.476760,0.22517238,1772924616.7745953
275,0.479291,0.22465560,1772924680.7410178
276,0.476048,0.22413763,1772924744.731348
277,0.472890,0.22361849,1772924809.063392
278,0.468197,0.22309819,1772924872.9597995
279,0.478266,0.22257674,1772924936.911208
280,0.474254,0.22205413,1772925001.285809
281,0.475791,0.22153039,1772925065.6851223
282,0.472910,0.22100551,1772925129.647886
283,0.467198,0.22047951,1772925193.5377495
284,0.479764,0.21995240,1772925257.534467
285,0.475599,0.21942418,1772925321.6086423
286,0.466527,0.21889486,1772925385.5485108
287,0.472613,0.21836446,1772925449.491259
288,0.472637,0.21783297,1772925513.4332738
289,0.472914,0.21730041,1772925577.5214744
290,0.472251,0.21676678,1772925641.3902512
291,0.469450,0.21623210,1772925705.4705546
292,0.461613,0.21569638,1772925769.4441884
293,0.468637,0.21515961,1772925832.9465783
294,0.464090,0.21462181,1772925896.7547135
295,0.467475,0.21408299,1772925960.949391
296,0.472231,0.21354316,1772926024.883061
297,0.460577,0.21300232,1772926089.1386383
298,0.459885,0.21246049,1772926153.1451323
299,0.467748,0.21191767,1772926217.2140794
300,0.469095,0.21137387,1772926281.5727096
301,0.463422,0.21082910,1772926345.5736809
302,0.461918,0.21028336,1772926409.560919
303,0.459237,0.20973668,1772926473.8841012
304,0.458411,0.20918904,1772926538.224769
305,0.465122,0.20864048,1772926602.464532
306,0.463072,0.20809098,1772926666.8022661
307,0.456883,0.20754057,1772926730.7449229
308,0.459083,0.20698925,1772926794.7249932
309,0.461013,0.20643702,1772926858.6901429
310,0.449185,0.20588390,1772926922.804011
311,0.455494,0.20532990,1772926986.1383781
312,0.455261,0.20477503,1772927050.1020267
313,0.446614,0.20421929,1772927114.0808966
314,0.452986,0.20366269,1772927178.3331797
315,0.454286,0.20310524,1772927242.338927
316,0.455938,0.20254695,1772927306.468322
317,0.453220,0.20198783,1772927370.8186224
318,0.456396,0.20142789,1772927434.6912646
319,0.452218,0.20086714,1772927498.9978774
320,0.446561,0.20030558,1772927563.2509453
321,0.453724,0.19974323,1772927627.2312398
322,0.453991,0.19918009,1772927691.4161253
323,0.440348,0.19861617,1772927755.331887
324,0.452107,0.19805148,1772927819.4665504
325,0.440901,0.19748603,1772927883.4853964
326,0.451945,0.19691983,1772927947.4862294
327,0.444946,0.19635289,1772928011.3985865
328,0.446648,0.19578522,1772928075.4550767
329,0.440447,0.19521682,1772928139.5807762
330,0.445723,0.19464771,1772928203.5307484
331,0.447404,0.19407789,1772928267.729221
332,0.450246,0.19350738,1772928330.9572477
333,0.438331,0.19293618,1772928395.2201195
334,0.438732,0.19236429,1772928459.2029316
335,0.447847,0.19179174,1772928523.0766199
336,0.436922,0.19121853,1772928587.0224671
337,0.438132,0.19064466,1772928651.0936322
338,0.442329,0.19007016,1772928715.078567
339,0.447110,0.18949501,1772928779.074298
340,0.431943,0.18891925,1772928843.0429883
341,0.434620,0.18834287,1772928907.1172876
342,0.435581,0.18776588,1772928971.151893
343,0.443577,0.18718829,1772929035.237781
344,0.436300,0.18661012,1772929099.0279179
345,0.438355,0.18603137,1772929163.081553
346,0.431976,0.18545205,1772929227.0320742
347,0.442363,0.18487217,1772929290.923093
348,0.434884,0.18429173,1772929354.7924109
349,0.429313,0.18371076,1772929417.9848614
350,0.427845,0.18312925,1772929482.3063517
351,0.429896,0.18254721,1772929546.3216941
352,0.429560,0.18196466,1772929610.4287934
353,0.428244,0.18138161,1772929674.5672507
354,0.437334,0.18079806,1772929738.5920563
355,0.423102,0.18021403,1772929802.7451837
356,0.428349,0.17962951,1772929866.7032628
357,0.428303,0.17904453,1772929930.516783
358,0.430120,0.17845909,1772929994.7076802
359,0.431883,0.17787319,1772930058.9702258
360,0.422091,0.17728686,1772930122.973794
361,0.418978,0.17670010,1772930187.226716
362,0.420302,0.17611291,1772930250.9379961
363,0.425516,0.17552531,1772930314.9948838
364,0.420211,0.17493731,1772930379.1086736
365,0.421794,0.17434891,1772930443.55288
366,0.416866,0.17376012,1772930507.9181037
367,0.421705,0.17317097,1772930571.846071
368,0.422619,0.17258144,1772930635.725821
369,0.426400,0.17199156,1772930699.71478
370,0.419601,0.17140133,1772930763.1964345
371,0.416832,0.17081076,1772930827.2271402
372,0.413067,0.17021986,1772930891.1417186
373,0.415765,0.16962865,1772930955.012262
374,0.415299,0.16903712,1772931018.9870434
375,0.419839,0.16844529,1772931082.921552
376,0.409174,0.16785317,1772931146.9664388
377,0.418335,0.16726077,1772931210.8954053
378,0.413664,0.16666809,1772931275.0224118
379,0.413462,0.16607515,1772931338.9835994
380,0.415680,0.16548196,1772931403.291533
381,0.413408,0.16488852,1772931467.2833974
382,0.413087,0.16429485,1772931531.256191
383,0.405636,0.16370095,1772931595.258392
384,0.409749,0.16310683,1772931659.3263345
385,0.409181,0.16251251,1772931723.7616844
386,0.407355,0.16191799,1772931787.6766953
387,0.405672,0.16132328,1772931851.3821
388,0.399676,0.16072839,1772931915.510778
389,0.407658,0.16013333,1772931979.479232
390,0.406038,0.15953811,1772932042.9653065
391,0.398448,0.15894274,1772932106.9979925
392,0.396554,0.15834723,1772932170.869049
393,0.406386,0.15775158,1772932234.7395003
394,0.398552,0.15715582,1772932298.91378
395,0.403781,0.15655994,1772932363.0915916
396,0.397851,0.15596396,1772932427.2234938
397,0.401256,0.15536788,1772932491.178087
398,0.396797,0.15477172,1772932555.1064773
399,0.398840,0.15417548,1772932619.3731627
400,0.405105,0.15357918,1772932683.447414
401,0.396325,0.15298282,1772932747.4713957
402,0.392126,0.15238641,1772932811.7118046
403,0.390104,0.15178997,1772932875.6186817
404,0.389994,0.15119349,1772932939.9133453
405,0.388491,0.15059700,1772933003.909426
406,0.401444,0.15000050,1772933067.926614
407,0.393117,0.14940400,1772933131.1994867
408,0.388973,0.14880751,1772933195.0157173
409,0.389308,0.14821103,1772933259.0547636
410,0.387534,0.14761459,1772933323.4555166
411,0.388444,0.14701818,1772933387.529857
412,0.390070,0.14642182,1772933451.5075557
413,0.386239,0.14582552,1772933515.5074759
414,0.383268,0.14522928,1772933579.478119
415,0.386959,0.14463312,1772933643.472213
416,0.381495,0.14403704,1772933707.417593
417,0.385243,0.14344106,1772933771.3484476
418,0.386268,0.14284518,1772933835.7191398
419,0.376550,0.14224942,1772933899.915748
420,0.381012,0.14165377,1772933963.9554696
421,0.383153,0.14105826,1772934027.9628654
422,0.380971,0.14046289,1772934091.9808345
423,0.377874,0.13986767,1772934155.2394772
424,0.370348,0.13927261,1772934219.1666608
425,0.378143,0.13867772,1772934283.7551668
426,0.376849,0.13808301,1772934347.7425148
427,0.377429,0.13748849,1772934411.8775268
428,0.373775,0.13689417,1772934476.0996768
429,0.371933,0.13630005,1772934540.1185167
430,0.375735,0.13570615,1772934604.0703728
431,0.360128,0.13511248,1772934668.0744395
432,0.363634,0.13451904,1772934732.134847
433,0.370003,0.13392585,1772934796.1122708
434,0.372445,0.13333291,1772934860.0525138
435,0.364039,0.13274023,1772934924.1128545
436,0.370113,0.13214783,1772934987.8913443
437,0.365217,0.13155571,1772935051.8551047
438,0.368563,0.13096388,1772935115.138701
439,0.364443,0.13037235,1772935179.2216773
440,0.366427,0.12978114,1772935243.316547
441,0.357179,0.12919024,1772935308.4789083
442,0.359815,0.12859967,1772935372.8748634
443,0.367154,0.12800944,1772935436.9506211
444,0.359010,0.12741956,1772935501.0851338
445,0.361623,0.12683003,1772935565.2737527
446,0.355778,0.12624088,1772935629.3945467
447,0.358883,0.12565209,1772935693.4143846
448,0.354087,0.12506369,1772935757.4029129
449,0.350885,0.12447569,1772935821.3631465
450,0.354968,0.12388809,1772935885.6321983
451,0.351173,0.12330090,1772935949.735467
452,0.358212,0.12271414,1772936012.7329507
453,0.354892,0.12212781,1772936076.8189094
454,0.354877,0.12154191,1772936141.223871
455,0.346110,0.12095647,1772936205.237317
456,0.345653,0.12037149,1772936269.2511902
457,0.353583,0.11978697,1772936333.2404034
458,0.348450,0.11920294,1772936397.2931478
459,0.346853,0.11861939,1772936461.411297
460,0.351708,0.11803634,1772936525.537774
461,0.343729,0.11745379,1772936589.6639905
462,0.342676,0.11687175,1772936653.5922945
463,0.348272,0.11629024,1772936717.541479
464,0.339091,0.11570927,1772936781.885411
465,0.342667,0.11512883,1772936845.8563364
466,0.340231,0.11454895,1772936908.839355
467,0.342792,0.11396963,1772936972.7457407
468,0.340508,0.11339088,1772937036.7551913
469,0.336827,0.11281271,1772937100.964454
470,0.339900,0.11223512,1772937165.342556
471,0.343940,0.11165813,1772937229.3418205
472,0.335435,0.11108175,1772937293.228055
473,0.337479,0.11050599,1772937357.014955
474,0.342844,0.10993084,1772937420.80705
475,0.337781,0.10935634,1772937484.5334427
476,0.339679,0.10878247,1772937548.387616
477,0.336125,0.10820926,1772937612.1689062
478,0.333628,0.10763671,1772937674.629853
479,0.334715,0.10706482,1772937738.4787657
480,0.333481,0.10649362,1772937802.271642
481,0.330441,0.10592311,1772937866.0940561
482,0.332603,0.10535329,1772937929.7393894
483,0.327611,0.10478418,1772937993.5428321
484,0.324781,0.10421578,1772938057.1909251
485,0.328819,0.10364811,1772938120.9171739
486,0.321459,0.10308117,1772938184.5245004
487,0.323795,0.10251497,1772938248.185697
488,0.328784,0.10194952,1772938311.875241
489,0.326935,0.10138483,1772938374.4803264
490,0.325614,0.10082091,1772938438.2103972
491,0.320867,0.10025777,1772938501.939516
492,0.322933,0.09969542,1772938565.542237
493,0.320074,0.09913386,1772938629.1817477
494,0.318643,0.09857311,1772938692.8272939
495,0.319637,0.09801317,1772938756.4821224
496,0.324669,0.09745405,1772938820.2397804
497,0.321943,0.09689576,1772938883.8421383
498,0.318763,0.09633831,1772938947.6419942
499,0.313273,0.09578171,1772939011.268185
500,0.316186,0.09522597,1772939074.989269
501,0.310184,0.09467110,1772939137.6657302
502,0.314869,0.09411710,1772939201.3093345
503,0.313512,0.09356398,1772939264.9769924
504,0.313556,0.09301175,1772939328.629997
505,0.311134,0.09246043,1772939392.7734623
506,0.313280,0.09191002,1772939456.7076724
507,0.311813,0.09136052,1772939520.458432
508,0.308906,0.09081196,1772939584.217174
509,0.314509,0.09026432,1772939648.0175493
510,0.308616,0.08971764,1772939711.6799579
511,0.304159,0.08917190,1772939775.3595235
512,0.305371,0.08862713,1772939837.961355
513,0.306006,0.08808333,1772939901.556735
514,0.311692,0.08754051,1772939965.1304846
515,0.304484,0.08699868,1772940028.8224823
516,0.306700,0.08645784,1772940092.56818
517,0.308564,0.08591801,1772940156.11767
518,0.300806,0.08537919,1772940219.772771
519,0.302608,0.08484139,1772940283.6106794
520,0.302402,0.08430462,1772940347.3095405
521,0.300447,0.08376890,1772940411.0837753
522,0.292754,0.08323422,1772940474.7579389
523,0.294387,0.08270059,1772940537.425321
524,0.296613,0.08216803,1772940601.0120564
525,0.294145,0.08163654,1772940664.7023892
526,0.294053,0.08110614,1772940728.3912635
527,0.295906,0.08057682,1772940792.0562086
528,0.291848,0.08004860,1772940855.7520535
529,0.295088,0.07952149,1772940919.5739825
530,0.289109,0.07899549,1772940983.3249762
531,0.289845,0.07847061,1772941046.969647
532,0.288664,0.07794687,1772941110.638265
533,0.288543,0.07742426,1772941174.21129
534,0.284599,0.07690281,1772941236.8549502
535,0.289121,0.07638251,1772941300.4499955
536,0.290515,0.07586337,1772941364.2161918
537,0.285322,0.07534540,1772941427.8706152
538,0.284592,0.07482862,1772941491.557159
539,0.285779,0.07431303,1772941555.399265
540,0.282734,0.07379863,1772941619.114915
541,0.288019,0.07328543,1772941682.845403
542,0.283754,0.07277345,1772941746.5227237
543,0.282244,0.07226270,1772941810.3997598
544,0.279176,0.07175317,1772941872.9431913
545,0.280068,0.07124487,1772941936.60822
546,0.281154,0.07073783,1772942000.3196194
547,0.277795,0.07023203,1772942064.1590712
548,0.279720,0.06972750,1772942127.9266524
549,0.279058,0.06922424,1772942191.7602015
550,0.281524,0.06872226,1772942255.559634
551,0.278366,0.06822156,1772942319.7416492
552,0.279171,0.06772215,1772942383.4602125
553,0.272895,0.06722405,1772942447.103747
554,0.270219,0.06672725,1772942510.8658595
555,0.268631,0.06623177,1772942573.2329738
556,0.267325,0.06573762,1772942637.1154094
557,0.269882,0.06524479,1772942701.477092
558,0.268272,0.06475331,1772942765.1494615
559,0.268054,0.06426318,1772942827.6314228
560,0.266292,0.06377440,1772942892.1542394
561,0.264280,0.06328699,1772942953.5205164
562,0.267755,0.06280095,1772943019.631725
563,0.266198,0.06231628,1772943083.7955103
564,0.264563,0.06183301,1772943146.797444
565,0.263824,0.06135112,1772943210.4452176
566,0.265662,0.06087064,1772943274.0736213
567,0.263064,0.06039157,1772943337.7044067
568,0.261167,0.05991392,1772943401.2707744
569,0.261670,0.05943769,1772943464.8999026
570,0.262539,0.05896289,1772943528.6077728
571,0.260146,0.05848953,1772943592.3422077
572,0.261197,0.05801762,1772943656.0688481
573,0.257982,0.05754717,1772943719.6853874
574,0.260256,0.05707817,1772943783.3605616
575,0.252556,0.05661065,1772943847.0201871
576,0.256420,0.05614460,1772943910.644314
577,0.250078,0.05568004,1772943974.4939723
578,0.251920,0.05521697,1772944038.0327618
579,0.256048,0.05475539,1772944101.3047583
580,0.253776,0.05429533,1772944165.0371716
581,0.243256,0.05383677,1772944229.1605325
582,0.251276,0.05337974,1772944292.847127
583,0.248517,0.05292424,1772944356.4877026
584,0.249246,0.05247027,1772944420.1407368
585,0.250250,0.05201784,1772944483.1353505
586,0.250025,0.05156697,1772944546.710267
587,0.248277,0.05111765,1772944610.4159276
588,0.242894,0.05066989,1772944674.1257474
589,0.242132,0.05022370,1772944737.9393487
590,0.240709,0.04977909,1772944801.5491865
591,0.243166,0.04933607,1772944865.5319526
592,0.240548,0.04889464,1772944929.2102146
593,0.236448,0.04845481,1772944992.7729132
594,0.239228,0.04801658,1772945056.4556818
595,0.241150,0.04757997,1772945120.1309533
596,0.236508,0.04714497,1772945183.811701
597,0.235949,0.04671161,1772945247.5668268
598,0.237846,0.04627987,1772945310.109645
599,0.234380,0.04584978,1772945373.8251166
600,0.232103,0.04542133,1772945437.4335716
601,0.235303,0.04499454,1772945501.1854582
602,0.229345,0.04456941,1772945564.8650103
603,0.236559,0.04414594,1772945628.8072598
604,0.230918,0.04372415,1772945692.3225067
605,0.226505,0.04330404,1772945756.026399
606,0.226190,0.04288562,1772945819.787415
607,0.228004,0.04246889,1772945883.5306396
608,0.225874,0.04205386,1772945947.4175756
609,0.223835,0.04164054,1772946010.076087
610,0.223091,0.04122893,1772946073.6128564
611,0.222351,0.04081904,1772946137.6774888
612,0.220527,0.04041088,1772946201.3745651
613,0.225910,0.04000445,1772946265.2283993
614,0.220225,0.03959976,1772946328.9441087
615,0.221004,0.03919682,1772946392.951544
616,0.223404,0.03879563,1772946456.5969083
617,0.223265,0.03839620,1772946520.3656888
618,0.216351,0.03799853,1772946583.9298625
619,0.223231,0.03760264,1772946647.5863469
620,0.217044,0.03720852,1772946710.104709
621,0.213183,0.03681618,1772946773.9091501
622,0.215490,0.03642564,1772946837.7077763
623,0.216722,0.03603689,1772946901.5036142
624,0.215952,0.03564994,1772946965.0951521
625,0.212379,0.03526481,1772947028.7965224
626,0.212577,0.03488148,1772947091.4257166
627,0.212563,0.03449998,1772947155.6515014
628,0.211920,0.03412030,1772947219.3837564
629,0.208020,0.03374246,1772947283.1966307
630,0.207353,0.03336645,1772947346.7281635
631,0.209361,0.03299229,1772947410.598995
632,0.207895,0.03261998,1772947474.2715545
633,0.210430,0.03224953,1772947537.9265525
634,0.209014,0.03188094,1772947601.5856447
635,0.202623,0.03151421,1772947665.388246
636,0.204041,0.03114936,1772947727.884076
637,0.202871,0.03078639,1772947791.6681225
638,0.200344,0.03042531,1772947855.9098644
639,0.200138,0.03006611,1772947919.062205
640,0.198581,0.02970881,1772947983.422507
641,0.200403,0.02935342,1772948047.297239
642,0.194785,0.02899993,1772948110.0641317
643,0.198497,0.02864836,1772948173.7563906
